ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps0_norm,ps1_norm,ps2_norm,ps3_norm,ps4_norm,ps5_norm,ps6_norm,ps7_norm,distance_min,cost,collision
160.97496053933386,0.0,0.0,0.0,114.3143740450752,365.3801183348615,123.66205122833229,0.33353768396496014,0.03930052747542331,0.0,0.0,0.0,0.027908782725848437,0.08920413045284704,0.030190930475667063,8.143009862425785e-05,0.11491476129768577,0.5629447410833438,0
0.0,0.0,4.7988039681182535,2.65766316606481,0.0,0.0,523.1788830745793,0.0,0.0,0.0,0.0011715830000288705,0.0006488435464025415,0.0,0.0,0.1277292195006297,0.0,0.11491476129768577,0.5629447410833438,0
420.2427895713535,10.749777827515118,0.0,1.5771993767542767,119.3653863374813,37.29314183645868,0.0,136.69234193771524,0.10259833729769373,0.002624457477420683,0.0,0.0003850584415903996,0.029141940023799145,0.00910477095616667,0.0,0.03337215379338751,0.11491476129768577,0.5629447410833438,0
9.969915040407567,382.1517863515372,94.61682245660151,73.80679487161527,104.00931140917345,0.0,25.706469968202438,0.0,0.0024340612891620038,0.09329877596473077,0.02309981017006873,0.018019237029202946,0.025392898293255237,0.0,0.006275993644580673,0.0,0.11491476129768577,0.5629447410833438,0
66.83889888937657,95.55041171567218,347.8490331989505,45.1297781537241,45.57858602585428,77.77823492298369,103.15542179281161,43.57177705774827,0.0163180905491642,0.02332773723527153,0.08492408037083753,0.011018012244561547,0.01112758447896833,0.018988826885494064,0.025184429148635647,0.010637640883239324,0.11491476129768577,0.5629447410833438,0
0.0,44.93164931260931,94.50365083432735,403.5450250761521,0.0,35.63087150961466,0.0,0.0,0.0,0.010969640945461257,0.02307218037947445,0.09852173463773245,0.0,0.008698943239652016,0.0,0.0,0.11491476129768577,0.5629447410833438,0
84.11347921738061,0.0,21.54674631644636,371.9217806509534,12.706435233677198,0.0,85.7765028604632,0.0,0.020535517387055814,0.0,0.005260436112413662,0.09080121597923667,0.003102157039471972,0.0,0.020941529018667773,0.0,0.11491476129768577,0.5629447410833438,0
0.0,0.0,0.0,53.65276663334514,60.96732532758803,38.03986561573173,9.082413890766256,47.81673362736177,0.0,0.0,0.0,0.013098819978844028,0.014884600910055671,0.009287076566340754,0.0022173862038003555,0.01167400723324262,0.11491476129768577,0.5629447410833438,0
47.496706880019694,0.0,0.0,51.641111763937886,10.222032362471394,100.208533603573,16.124602990931944,0.0,0.011595875703129808,0.0,0.0,0.012607693301742648,0.0024956133697439926,0.024464974024309815,0.003936670652082994,0.0,0.11035824650056639,0.5759172841509745,0
38.85945770651735,0.0,0.0,43.29057671542622,7.347104025451658,0.0,60.42885829175138,0.0,0.009487172291630212,0.0,0.0,0.010568988455914604,0.0017937265687137838,0.0,0.014753139231384615,0.0,0.11035824650056639,0.5759172841509745,0
0.0,0.0,70.24702913330424,91.47946264769206,0.0,11.995053508664812,0.0,0.0,0.0,0.0,0.017150153596998105,0.022333853185471694,0.0,0.00292847986051387,0.0,0.0,0.11035824650056639,0.5759172841509745,0
66.78681147813116,0.0,63.03282758798056,131.6523571970602,0.0,0.0,42.36832295979333,81.69750863017208,0.016305373896028114,0.0,0.015388873922846817,0.03214168876881353,0.0,0.0,0.010343828847605794,0.019945680817913106,0.11035824650056639,0.5759172841509745,0
78.30122126044327,0.0,0.0,0.0,21.465479564294508,58.47433113044409,3.6489064294144407,0.0,0.019116509096787908,0.0,0.0,0.0,0.005240595596751589,0.014275959748643577,0.0008908462962437599,0.0,0.11035824650056639,0.5759172841509745,0
57.03906580493275,0.0,5.452939565343477,19.20283990829332,61.43966981435746,25.612951156478857,0.0,0.0,0.013925553175032409,0.0,0.0013312840735701847,0.004688193336985674,0.014999919388270864,0.006253161903437221,0.0,0.0,0.11035824650056639,0.5759172841509745,0
0.0,54.12630650507927,0.0,131.37676326526133,48.210331998628774,118.12273316157247,0.0,63.589074323577364,0.0,0.013214430299091619,0.0,0.03207440509405794,0.011770100585602728,0.02883855790077453,0.0,0.01552467634852963,0.11035824650056639,0.5759172841509745,0
23.526606429977626,0.0,0.0,0.0,96.40604555531226,0.0,108.82392954753311,0.0,0.005743800397943756,0.0,0.0,0.0,0.023536632215652407,0.0,0.0265683421746907,0.0,0.11035824650056639,0.5759172841509745,0
11.917254569767362,0.0,395.81142603586716,70.97683204604763,0.0,1143.4848798827668,738.0785035386159,0.0,0.00290948597894711,0.0,0.09663364893453788,0.017328328136242098,0.0,0.2791711132526286,0.1801949471529824,0.0,0.049157500624568494,0.7820883986115233,0
